cod;municipio;popula
2515500;Serra Branca (PB);13699
5108006;Tapurah (MT);13705
4108502;General Carneiro (PR);13710
5002605;Camapuã (MS);13711
3100609;Água Boa (MG);13735
5220009;São João d'Aliança (GO);13740
3171600;Virgem da Lapa (MG);13752
2404606;Ielmo Marinho (RN);13766
2615508;Tracunhaém (PE);13769
2909406;Cotegipe (BA);13782
3556008;Urupês (SP);13809
2203305;Demerval Lobão (PI);13817
2308377;Miraíma (CE);13818
2920908;Mascote (BA);13822
2708907;Satuba (AL);13828
3129707;Ibiraci (MG);13828
4216701;São José do Cedro (SC);13829
4118006;Paraíso do Norte (PR);13830
2313906;Uruoca (CE);13840
5221700;Uruana (GO);13843
3553005;Taguaí (SP);13859
3202603;Iconha (ES);13860
5222005;Vianópolis (GO);13863
2903003;Barra do Mendes (BA);13865
2708956;Senador Rui Palmeira (AL);13870
2902500;Baianópolis (BA);13877
4111407;Ivaí (PR);13879
4317806;Santo Augusto (RS);13885
2932408;Uibaí (BA);13887
2909703;Cristópolis (BA);13910
2111722;Satubinha (MA);13914
2509206;Massaranduba (PB);13918
4110607;Iporã (PR);13926
5005806;Nioaque (MS);13930
5209903;Iaciara (GO);13947
4101705;Araruna (PR);13970
2901403;Angical (BA);13977
3522901;Itapuí (SP);13992
1507508;São João do Araguaia (PA);13996
4118808;Peabiru (PR);13996
2922607;Nilo Peçanha (BA);13997
4107504;Engenheiro Beltrão (PR);14000
3301801;Engenheiro Paulo de Frontin (RJ);14002
3528809;Maracaí (SP);14002
3157708;Santa Juliana (MG);14003
4217600;Siderópolis (SC);14007
1303957;São Sebastião do Uatumã (AM);14020
2806305;Santa Luzia do Itanhy (SE);14035
4302352;Bom Princípio (RS);14055
3202702;Itaguaçu (ES);14066
4301636;Balneário Pinhal (RS);14068
2304509;Frecheirinha (CE);14072
3109501;Cabo Verde (MG);14075
3205176;Vila Valério (ES);14080
5213004;Maurilândia (GO);14080
3139904;Maria da Fé (MG);14095
2933059;Várzea da Roça (BA);14104
3541703;Quatá (SP);14109
2502805;Brejo do Cruz (PB);14122
2506400;Gurinhém (PB);14129
4305207;Cerro Largo (RS);14133
2612703;Santa Maria do Cambucá (PE);14137
1100700;Campo Novo de Rondônia (RO);14139
4301107;Arroio dos Ratos (RS);14151
2105153;Igarapé do Meio (MA);14177
3104601;Astolfo Dutra (MG);14179
2414209;Tibau do Sul (RN);14180
4207106;Ilhota (SC);14184
5103700;Feliz Natal (MT);14192
2909109;Coribe (BA);14194
3534906;Pacaembu (SP);14197
4103909;Campina da Lagoa (PR);14202
5209200;Guapó (GO);14209
2927606;Santa Brígida (BA);14213
5006358;Paranhos (MS);14228
3128105;Guapé (MG);14245
4317905;Santo Cristo (RS);14257
2210508;São Pedro do Piauí (PI);14291
2111763;Senador La Rocque (MA);14293
2904308;Brejões (BA);14295
2306009;Iracema (CE);14297
3304128;Quatis (RJ);14302
2200301;Alto Longá (PI);14304
2401206;Arês (RN);14306
1302306;Jutaí (AM);14317
2108405;Peri Mirim (MA);14318
2906600;Candiba (BA);14319
4104709;Carlópolis (PR);14320
3168408;Tarumirim (MG);14326
3155702;Rio Piracicaba (MG);14339
2604155;Casinhas (PE);14341
2205409;Joaquim Pires (PI);14354
4115408;Marmeleiro (PR);14367
2904001;Boninal (BA);14368
2102556;Campestre do Maranhão (MA);14374
2601300;Barra de Guabiraba (PE);14385
2707206;Poço das Trincheiras (AL);14386
1502855;Curuá (PA);14393
2926103;Retirolândia (BA);14396
2304657;Graça (CE);14399
1100346;Alvorada D'Oeste (RO);14411
2804904;Pacatuba (SE);14428
2915353;Itaguaçu da Bahia (BA);14429
2507309;Jacaraú (PB);14431
2107209;Nina Rodrigues (MA);14454
3108909;Brazópolis (MG);14459
3102001;Alterosa (MG);14466
3140803;Matias Barbosa (MG);14468
4206009;Governador Celso Ramos (SC);14471
2612554;Santa Filomena (PE);14477
3110301;Caldas (MG);14480
2913804;Ipecaetá (BA);14487
2916856;Itatim (BA);14487
2500502;Alagoinha (PB);14489
3106903;Bicas (MG);14494
2110302;Santo Antônio dos Lopes (MA);14528
2400703;Alto do Rodrigues (RN);14529
2309003;Mucambo (CE);14537
2918209;Jiquiriçá (BA);14537
2207504;Palmeirais (PI);14539
2905156;Caetanos (BA);14542
4211504;Nova Trento (SC);14549
2915205;Itagibá (BA);14579
2926509;Ribeira do Amparo (BA);14592
2901353;Andorinha (BA);14595
2300903;Apuiarés (CE);14600
3200300;Alfredo Chaves (ES);14601
2203503;Elesbão Veloso (PI);14602
3158201;Santa Maria do Suaçuí (MG);14615
2210706;Simões (PI);14633
2600609;Alagoinha (PE);14636
3516002;Flórida Paulista (SP);14640
2414605;Upanema (RN);14659
4123808;Santa Izabel do Oeste (PR);14659
3551405;Serra Azul (SP);14662
3536307;Patrocínio Paulista (SP);14670
2103257;Cidelândia (MA);14697
2107456;Olinda Nova do Maranhão (MA);14701
1302207;Juruá (AM);14712
2616506;Xexéu (PE);14725
2516607;Tavares (PB);14726
2929008;São Félix (BA);14740
4100608;Alto Paraná (PR);14770
4123006;Salto do Lontra (PR);14785
3546009;Santa Branca (SP);14788
2608057;Jatobá (PE);14796
4126678;Tamarana (PR);14797
2409803;Pedro Velho (RN);14806
2608305;Jupi (PE);14836
2405603;Jardim de Piranhas (RN);14837
2917409;Jacaraci (BA);14842
3114105;Carmo de Minas (MG);14859
3142700;Montalvânia (MG);14877
2930402;Serra Preta (BA);14878
3112000;Candeias (MG);14886
4121505;Rebouças (PR);14899
2912509;Ibipitanga (BA);14902
2925253;Ponto Novo (BA);14914
3506706;Boa Esperança do Sul (SP);14923
2300150;Acarape (CE);14929
3519055;Holambra (SP);14930
2903235;Barro Alto (BA);14931
3107802;Bom Jesus do Galho (MG);14935
2931608;Teolândia (BA);14943
3527603;Luís Antônio (SP);14947
2106805;Mirinzal (MA);14962
2611408;Primavera (PE);14966
4320701;Sobradinho (RS);14967
3108404;Botelhos (MG);14971
3520905;Ipaussu (SP);14971
2516102;Soledade (PB);14989
3134004;Itinga (MG);14990
2609808;Orocó (PE);14991
2311108;Porteiras (CE);14996
3553955;Tarumã (SP);15000
3142205;Miraí (MG);15014
2302057;Barroquinha (CE);15017
4104402;Cândido de Abreu (PR);15018
2804201;Monte Alegre de Sergipe (SE);15031
3201001;Boa Esperança (ES);15037
2308203;Meruoca (CE);15057
3104304;Areado (MG);15070
1501725;Brasil Novo (PA);15086
4107009;Curiúva (PR);15101
4101903;Assaí (PR);15119
4125100;São João do Triunfo (PR);15120
2409902;Pendências (RN);15129
1508357;Vitória do Xingu (PA);15134
5104203;Guiratinga (MT);15141
2925600;Presidente Dutra (BA);15142
3522802;Itaporanga (SP);15149
2900306;Acajutiba (BA);15159
2516706;Teixeira (PB);15161
4211603;Nova Veneza (SC);15166
4110508;Ipiranga (PR);15172
3504206;Auriflama (SP);15189
3102308;Alvinópolis (MG);15203
3302056;Italva (RJ);15207
3538204;Pinhalzinho (SP);15207
2911402;Glória (BA);15221
3112703;Capitão Enéas (MG);15234
4122008;Rio Azul (PR);15236
2516904;Uiraúna (PB);15242
3133402;Itapagipe (MG);15243
4209607;Lauro Müller (SC);15244
2706505;Passo de Camaragibe (AL);15245
5003157;Coronel Sapucaia (MS);15253
2615706;Triunfo (PE);15254
1200013;Acrelândia (AC);15256
3521903;Itajobi (SP);15262
2918506;Jussara (BA);15284
5106158;Nova Bandeirantes (MT);15288
3123908;Entre Rios de Minas (MG);15298
2204709;Inhuma (PI);15308
2912905;Ibirataia (BA);15312
2109403;Primeira Cruz (MA);15315
3303104;Natividade (RJ);15317
3550902;São Simão (SP);15322
3133105;Itanhandu (MG);15331
3125705;Felixlândia (MG);15336
5105903;Nobres (MT);15336
3203304;Mantenópolis (ES);15350
3116100;Chapada do Norte (MG);15356
1505007;Nova Timboteua (PA);15363
2926806;Rio do Antônio (BA);15371
2516508;Taperoá (PB);15376
2608404;Jurema (PE);15378
2513406;Santa Luzia (PB);15382
2501609;Barra de Santa Rosa (PB);15384
2609303;Mirandiba (PE);15390
2929057;São Félix do Coribe (BA);15391
4102802;Bela Vista do Paraíso (PR);15397
2612455;Santa Cruz (PE);15398
2410108;Poço Branco (RN);15413
4306502;Dom Feliciano (RS);15414
3140159;Mário Campos (MG);15416
3120805;Cruzília (MG);15417
2802304;Frei Paulo (SE);15421
2100873;Araguanã (MA);15426
2102358;Buritirana (MA);15430
3136009;Joaíma (MG);15432
2923050;Novo Triunfo (BA);15440
2504801;Coremas (PB);15445
3203809;Muqui (ES);15449
2605806;Frei Miguelinho (PE);15457
3111507;Campos Altos (MG);15461
3156809;Sabinópolis (MG);15470
3545605;Santa Adélia (SP);15480
2404705;Ipanguaçu (RN);15491
3514809;Eldorado (SP);15494
3555109;Tupi Paulista (SP);15495
4205001;Dionísio Cerqueira (SC);15498
3300902;Cambuci (RJ);15505
1400050;Alto Alegre (RR);15510
5000203;Água Clara (MS);15522
3145000;Nova Ponte (MG);15545
2104206;Fortuna (MA);15552
2309201;Nova Olinda (CE);15565
3133006;Itamonte (MG);15579
4307500;Espumoso (RS);15588
5209952;Indiara (GO);15611
2406502;Lagoa Nova (RN);15614
5215306;Orizona (GO);15615
2703007;Ibateguara (AL);15616
3305703;Sumidouro (RJ);15623
1300904;Canutama (AM);15629
2913408;Igaporã (BA);15640
2404507;Guamaré (RN);15659
5214002;Mozarlândia (GO);15659
2918753;Lagoa Real (BA);15665
2927309;Salinas da Margarida (BA);15667
3146909;Papagaios (MG);15674
2414001;Tangará (RN);15727
2100808;Anapurus (MA);15732
3162807;São João Evangelista (MG);15774
3535408;Panorama (SP);15777
4104600;Capitão Leônidas Marques (PR);15780
4315503;Restinga Sêca (RS);15789
2111029;São João do Carú (MA);15808
2311900;Saboeiro (CE);15819
3549953;São Lourenço da Serra (SP);15825
3127800;Grão Mogol (MG);15836
2612307;Saloá (PE);15843
2110278;Santo Amaro do Maranhão (MA);15846
1101401;Monte Negro (RO);15852
5105176;Juruena (MT);15865
1100064;Colorado do Oeste (RO);15882
1507409;São Francisco do Pará (PA);15882
2612901;São Benedito do Sul (PE);15895
2909208;Coronel João Sá (BA);15895
4204509;Corupá (SC);15909
1600808;Vitória do Jari (AP);15931
2700508;Barra de Santo Antônio (AL);15932
2903276;Barrocas (BA);15978
2903607;Biritinga (BA);15979
4104428;Candói (PR);15979
5102603;Campinápolis (MT);15980
4309001;Giruá (RS);16004
5204300;Caçu (GO);16009
2608206;Joaquim Nabuco (PE);16023
2108058;Paulino Neves (MA);16035
3515400;Fartura (SP);16036
1300029;Alvarães (AM);16041
3507407;Borborema (SP);16046
2915007;Itaeté (BA);16056
2105351;Itaipava do Grajaú (MA);16057
2511301;Piancó (PB);16075
5004304;Iguatemi (MS);16078
1504752;Mojuí dos Campos (PA);16084
2609105;Machados (PE);16088
2901155;América Dourada (BA);16094
3133758;Itaú de Minas (MG);16108
5105507;Vila Bela da Santíssima Trindade (MT);16128
2105609;Joselândia (MA);16168
3149804;Perdizes (MG);16168
4212106;Palmitos (SC);16169
3112604;Capinópolis (MG);16173
2311355;Quixelô (CE);16178
3501004;Altinópolis (SP);16184
2912301;Ibicuí (BA);16198
4319406;São Pedro do Sul (RS);16198
4126801;Tapejara (PR);16205
3157906;Santa Margarida (MG);16208
4308904;Getúlio Vargas (RS);16212
5107008;Poxoréu (MT);16219
2103554;Conceição do Lago-Açu (MA);16237
4305454;Cidreira (RS);16254
1304302;Urucará (AM);16256
2105906;Lago Verde (MA);16257
2924504;Pindaí (BA);16260
2106375;Maranhãozinho (MA);16265
4316600;Sananduva (RS);16270
2313559;Tururu (CE);16271
1501600;Bonito (PA);16286
2608701;Lagoa dos Gatos (PE);16290
2102077;Bom Lugar (MA);16294
3300936;Carapebus (RJ);16301
2310803;Pereiro (CE);16307
1100056;Cerejeiras (RO);16323
2913002;Ibitiara (BA);16339
3147600;Passa Quatro (MG);16344
3153905;Raposos (MG);16354
4126504;Sertanópolis (PR);16369
2910859;Filadélfia (BA);16377
1501006;Aveiro (PA);16388
4102901;Bituruna (PR);16389
2931806;Tremedal (BA);16394
4116208;Morretes (PR);16406
4323804;Xangri-lá (RS);16408
3521309;Ipuã (SP);16409
3543006;Ribeirão Branco (SP);16444
4300109;Agudo (RS);16461
2922706;Nova Canaã (BA);16462
2304459;Fortim (CE);16480
3552700;Tabatinga (SP);16496
1600154;Pedra Branca do Amapari (AP);16502
2105476;Jenipapo dos Vieiras (MA);16515
3108552;Brasilândia de Minas (MG);16538
2311959;Salitre (CE);16554
3152402;Poté (MG);16555
5207907;Flores de Goiás (GO);16557
4105706;Clevelândia (PR);16559
5105606;Matupá (MT);16566
5107800;Santo Antônio do Leverger (MT);16628
2801504;Carmópolis (SE);16634
3544251;Rosana (SP);16643
2932606;Urandi (BA);16658
3169000;Tocantins (MG);16659
3110905;Campanha (MG);16665
2924207;Pedro Alexandre (BA);16667
2906824;Canudos (BA);16668
3203130;João Neiva (ES);16668
1301654;Guajará (AM);16678
1504976;Nova Ipixuna (PA);16678
1720903;Taguatinga (TO);16683
4204251;Cocal do Sul (SC);16684
3203346;Marechal Floriano (ES);16694
3138609;Lima Duarte (MG);16698
4114401;Mangueirinha (PR);16714
3145109;Nova Resende (MG);16723
3537008;Pedregulho (SP);16744
2106631;Matões do Norte (MA);16745
2904050;Bonito (BA);16764
4127304;Terra Rica (PR);16789
3151701;Poço Fundo (MG);16791
5101258;Araputanga (MT);16822
2104602;Governador Eugênio Barros (MA);16828
2106409;Mata Roma (MA);16829
4215505;Santa Cecília (SC);16830
2920205;Malhada (BA);16845
3170529;Urucuia (MG);16865
4127601;Tijucas do Sul (PR);16868
4208401;Itapiranga (SC);16872
4210605;Massaranduba (SC);16916
4121406;Realeza (PR);16922
5206404;Crixás (GO);16949
2607802;Itaquitinga (PE);16955
2310902;Piquet Carneiro (CE);16959
2516300;Sumé (PB);16966
2900405;Água Fria (BA);16970
2930808;Souto Soares (BA);16979
1501576;Bom Jesus do Tocantins (PA);16981
2500809;Araçagi (PB);16987
2908002;Coaraci (BA);16993
2910404;Encruzilhada (BA);17006
2931301;Tapiramutá (BA);17010
2900355;Adustina (BA);17040
3538105;Pindorama (SP);17049
2701704;Capela (AL);17053
2101251;Bacabeira (MA);17055
4106308;Corbélia (PR);17071
4127205;Terra Boa (PR);17094
2913101;Ibititá (BA);17113
2924306;Piatã (BA);17123
5006903;Porto Murtinho (MS);17131
3545001;Salesópolis (SP);17139
3508108;Buritama (SP);17144
2300705;Alto Santo (CE);17146
2608008;Jataúba (PE);17150
5107701;Rosário Oeste (MT);17151
1304104;Tapauá (AM);17156
3517604;Guapiara (SP);17157
3528007;Macatuba (SP);17163
2503506;Cacimba de Dentro (PB);17187
3511706;Charqueada (SP);17190
2903508;Belo Campo (BA);17211
2804003;Maruim (SE);17213
2308609;Monsenhor Tabosa (CE);17234
2100832;Apicum-Açu (MA);17239
2104008;Esperantinópolis (MA);17241
2908309;Conceição do Almeida (BA);17247
2908705;Condeúba (BA);17247
4107603;Faxinal (PR);17251
2907608;Central (BA);17266
2929701;Sátiro Dias (BA);17273
2907905;Cipó (BA);17300
4321105;Tapes (RS);17300
1600709;Tartarugalzinho (AP);17315
2504900;Cruz do Espírito Santo (PB);17319
3161007;São Domingos do Prata (MG);17359
3540804;Potirendaba (SP);17361
2931053;Tanque Novo (BA);17366
2930303;Serra Dourada (BA);17386
3154309;Resplendor (MG);17397
2929602;Sapeaçu (BA);17398
2300408;Aiuaba (CE);17399
1400456;Pacaraima (RR);17401
2200202;Água Branca (PI);17411
3523305;Itariri (SP);17436
2923357;Ourolândia (BA);17451
4213708;Pouso Redondo (SC);17453
3203700;Muniz Freire (ES);17465
4214003;Presidente Getúlio (SC);17471
5107065;Querência (MT);17479
4127403;Terra Roxa (PR);17481
3551900;Severínia (SP);17496
3504602;Bady Bassitt (SP);17502
4320404;Serafina Corrêa (RS);17502
3148608;Peçanha (MG);17541
4217501;Seara (SC);17541
2700201;Anadia (AL);17545
3521705;Itaberá (SP);17556
3144706;Nova Era (MG);17578
2412609;São Paulo do Potengi (RN);17579
2200509;Amarante (PI);17598
3108008;Bom Sucesso (MG);17603
2303402;Carnaubal (CE);17606
1301605;Fonte Boa (AM);17609
4312658;Não-Me-Toque (RS);17624
3150802;Piranga (MG);17626
5106372;Pedra Preta (MT);17626
2210409;São Miguel do Tapuio (PI);17662
2501906;Belém (PB);17676
2312106;Santana do Cariri (CE);17700
2701605;Canapi (AL);17722
2901908;Aporá (BA);17731
1501451;Belterra (PA);17732
2302909;Capistrano (CE);17738
3115102;Cássia (MG);17740
3508801;Cafelândia (SP);17767
3514908;Elias Fausto (SP);17772
4105201;Cerro Azul (PR);17779
4211207;Morro da Fumaça (SC);17796
2502508;Boqueirão (PB);17804
5217708;Pontalina (GO);17819
2706802;Piaçabuçu (AL);17827
1505403;Ourém (PA);17842
3117504;Conceição do Mato Dentro (MG);17842
2704104;Lagoa da Canoa (AL);17852
1400308;Mucajaí (RR);17853
2705200;Messias (AL);17856
3524600;Jacupiranga (SP);17866
2108900;Poção de Pedras (MA);17873
2801702;Cristinápolis (SE);17874
3104502;Arinos (MG);17875
2910750;Fátima (BA);17890
3512308;Conchas (SP);17896
4200101;Abelardo Luz (SC);17904
3155801;Rio Pomba (MG);17910
1502772;Curionópolis (PA);17929
2104404;Gonçalves Dias (MA);17934
4115606;Matelândia (PR);17943
2802809;Indiaroba (SE);17957
2208809;Regeneração (PI);17978
2613800;São Vicente Férrer (PE);18018
2500700;São João do Rio do Peixe (PB);18034
1507102;São Caetano de Odivelas (PA);18050
3137502;Lagoa Formosa (MG);18052
2304236;Croatá (CE);18063
2608453;Lagoa do Carro (PE);18071
2111805;Sítio Novo (MA);18081
2506806;Ingá (PB);18103
3127008;Fronteira (MG);18103
2801009;Campo do Brito (SE);18109
3137007;Ladainha (MG);18111
4103453;Cafelândia (PR);18120
4205803;Garuva (SC);18145
3511607;Cesário Lange (SP);18148
3132107;Itacarambi (MG);18153
3523602;Itirapina (SP);18157
2306702;Jaguaretama (CE);18162
2507705;Juazeirinho (PB);18171
2905404;Cairu (BA);18176
1506161;Rio Maria (PA);18193
2301851;Banabuiú (CE);18197
2702553;Estrela de Alagoas (AL);18205
2604700;Correntes (PE);18207
2912400;Ibipeba (BA);18211
3138807;Luz (MG);18215
3535606;Paraibuna (SP);18222
1302801;Maraã (AM);18224
3305406;Sapucaia (RJ);18228
2700706;Batalha (AL);18232
1713205;Miracema do Tocantins (TO);18248
3530201;Mirante do Paranapanema (SP);18259
4301305;Arroio Grande (RS);18293
2406106;Jucurutu (RN);18295
2104552;Governador Edison Lobão (MA);18296
2313005;Solonópole (CE);18324
1100080;Costa Marques (RO);18331
1400175;Cantá (RR);18335
4318101;São Francisco de Assis (RS);18335
2921401;Mirangaba (BA);18338
2904704;Buerarema (BA);18349
5005681;Mundo Novo (MS);18366
2703304;Inhapi (AL);18385
4217808;Taió (SC);18395
3139300;Manga (MG);18407
1200252;Epitaciolândia (AC);18411
1702554;Augustinópolis (TO);18412
2313955;Varjota (CE);18420
2208205;Pio IX (PI);18425
2905305;Cafarnaum (BA);18437
1708205;Formoso do Araguaia (TO);18440
2303105;Cariré (CE);18448
3512001;Colina (SP);18468
5212204;Jussara (GO);18478
2616001;Venturosa (PE);18482
2311702;Reriutaba (CE);18491
1200807;Porto Acre (AC);18504
3518503;Guareí (SP);18520
3532405;Nazaré Paulista (SP);18524
3159902;Santo Antônio do Amparo (MG);18525
3304409;Rio Claro (RJ);18529
2800506;Areia Branca (SE);18542
2111078;São João do Soter (MA);18543
2512002;Pocinhos (PB);18564
2903805;Boa Vista do Tupim (BA);18576
2101301;Bacuri (MA);18582
4106209;Contenda (PR);18584
3131158;Ipaba (MG);18607
3302809;Mendes (RJ);18614
2108801;Pirapemas (MA);18625
3501152;Alumínio (SP);18628
3139201;Malacacheta (MG);18650
2806008;Ribeirópolis (SE);18652
2110401;São Benedito do Rio Preto (MA);18663
2507101;Itapororoca (PB);18664
2920106;Mairi (BA);18676
2303303;Cariús (CE);18699
2511400;Picuí (PB);18703
3500501;Águas de Lindóia (SP);18705
4106803;Cruz Machado (PR);18708
2804409;Neópolis (SE);18719
2803302;Japaratuba (SE);18743
4211751;Otacílio Costa (SC);18744
1304237;Tonantins (AM);18755
2919702;Macarani (BA);18755
2603504;Camocim de São Félix (PE);18765
1507979;Terra Santa (PA);18769
2908101;Cocos (BA);18777
2917805;Jaguaripe (BA);18788
2929255;São Gabriel (BA);18793
2904852;Cabaceiras do Paraguaçu (BA);18807
3526100;Juquiá (SP);18812
2101509;Barão de Grajaú (MA);18820
3203502;Montanha (ES);18833
3113701;Carlos Chagas (MG);18837
3304102;Porciúncula (RJ);18847
2111409;São Luís Gonzaga do Maranhão (MA);18856
1200351;Marechal Thaumaturgo (AC);18867
2111607;São Raimundo das Mangabeiras (MA);18868
3124005;Ervália (MG);18895
3301207;Carmo (RJ);18895
3539103;Pirapora do Bom Jesus (SP);18895
3556800;Viradouro (SP);18898
5107107;São José dos Quatro Marcos (MT);18906
2605152;Dormentes (PE);18908
3140902;Matipó (MG);18908
5204409;Caiapônia (GO);18913
2109270;Presidente Sarney (MA);18918
1200427;Rodrigues Alves (AC);18930
4206900;Ibirama (SC);18950
2917201;Ituaçu (BA);18962
1200336;Mâncio Lima (AC);18977
4101200;Antonina (PR);18980
2504405;Conceição (PB);18982
3508702;Caconde (SP);18985
1100254;Presidente Médici (RO);18986
1508050;Trairão (PA);18989
2932507;Una (BA);19002
3531506;Monte Azul Paulista (SP);19008
2107902;Passagem Franca (MA);19019
3128303;Guaranésia (MG);19021
5100300;Alto Araguaia (MT);19044
4121208;Quitandinha (PR);19049
2932200;Ubaitaba (BA);19056
2511905;Pitimbu (PB);19065
2104099;Formosa da Serra Negra (MA);19089
2205201;Jaicós (PI);19104
4104501;Capanema (PR);19124
3204351;Rio Bananal (ES);19141
3104908;Baependi (MG);19148
4101002;Ampére (PR);19152
2501302;Aroeiras (PB);19153
2614006;Serrita (PE);19165
2932804;Utinga (BA);19178
2313351;Tejuçuoca (CE);19187
5003801;Fátima do Sul (MS);19189
2606507;Iati (PE);19197
1300680;Boa Vista do Ramos (AM);19207
3100906;Águas Formosas (MG);19207
2932457;Umburanas (BA);19222
4105409;Chopinzinho (PR);19254
5007935;Sonora (MS);19274
4218301;Três Barras (SC);19275
2901601;Antas (BA);19291
4311205;Júlio de Castilhos (RS);19293
3170909;Varzelândia (MG);19320
4212205;Papanduva (SC);19320
1200708;Xapuri (AC);19323
4126306;Sengés (PR);19327
4309605;Horizontina (RS);19329
3114501;Carmópolis de Minas (MG);19355
2102507;Cajari (MA);19379
2916005;Itanhém (BA);19405
3108305;Borda da Mata (MG);19412
4128500;Wenceslau Braz (PR);19414
1303502;Pauini (AM);19426
2107100;Morros (MA);19433
2304301;Farias Brito (CE);19450
1303205;Novo Airão (AM);19454
2108009;Pastos Bons (MA);19472
2107407;Olho d'Água das Cunhãs (MA);19505
2603900;Carnaíba (PE);19551
2912202;Ibicoara (BA);19571
3153400;Presidente Olegário (MG);19573
2500601;Alhandra (PB);19588
2512705;Remígio (PB);19621
3167608;Simonésia (MG);19633
2600203;Afrânio (PE);19635
3536208;Pariquera-Açu (SP);19648
1300631;Beruri (AM);19679
3304110;Porto Real (RJ);19683
2307635;Madalena (CE);19691
5101902;Brasnorte (MT);19695
2202604;Castelo do Piauí (PI);19716
2107605;Palmeirândia (MA);19722
3159803;Santa Vitória (MG);19742
3111101;Campina Verde (MG);19745
5007406;Rio Verde de Mato Grosso (MS);19746
2916807;Itarantim (BA);19747
5103379;Cotriguaçu (MT);19750
5103007;Chapada dos Guimarães (MT);19752
1200385;Plácido de Castro (AC);19761
4202453;Bombinhas (SC);19769
3529906;Miracatu (SP);19779
2202000;Buriti dos Lopes (PI);19781
2704401;Major Isidoro (AL);19804
2805802;Riachão do Dantas (SE);19805
2307254;Jijoca de Jericoacoara (CE);19816
2313757;Umirim (CE);19825
2106300;Magalhães de Almeida (MA);19826
1506559;Santa Luzia do Pará (PA);19848
3101904;Alpinópolis (MG);19853
3131208;Ipanema (MG);19861
3508009;Buri (SP);19878
5218904;Rubiataba (GO);19882
5204904;Campos Belos (GO);19887
2932101;Ubaíra (BA);19895
1300201;Atalaia do Norte (AM);19921
3137700;Lajinha (MG);19923
3122009;Divino (MG);19931
2305357;Icapuí (CE);19934
3169703;Turmalina (MG);19964
2305209;Hidrolândia (CE);19978
2709103;Taquarana (AL);19980
3511409;Cerqueira César (SP);19985
2806206;Salgado (SE);19998
4208807;Jaguaruna (SC);20024
4101101;Andirá (PR);20031
1301506;Envira (AM);20033
5200100;Abadiânia (GO);20042
2603801;Capoeiras (PE);20048
2707503;Porto Real do Colégio (AL);20066
2900207;Abaré (BA);20086
5201702;Aragarças (GO);20118
3134608;Jaboticatubas (MG);20143
2924603;Pindobaçu (BA);20150
3146305;Padre Paraíso (MG);20154
4124400;Santo Antônio do Sudoeste (PR);20166
3301108;Cantagalo (RJ);20172
2102606;Cândido Mendes (MA);20178
2109502;Riachão (MA);20195
2700102;Água Branca (AL);20196
3535804;Paranapanema (SP);20197
5205513;Cocalzinho de Goiás (GO);20240
2514503;São José de Piranhas (PB);20251
3542404;Regente Feijó (SP);20261
2303956;Chorozinho (CE);20264
1101492;São Francisco do Guaporé (RO);20266
5106232;Nova Olímpia (MT);20301
1503044;Floresta do Araguaia (PA);20304
2501005;Araruna (PB);20312
4212908;Pinhalzinho (SC);20313
2505105;Cuité (PB);20338
4310009;Ibirubá (RS);20350
2603108;Cachoeirinha (PE);20380
2306504;Itapiúna (CE);20382
2917102;Itororó (BA);20382
2931004;Tanhaçu (BA);20403
2902609;Baixa Grande (BA);20468
1100148;Nova Brasilândia D'Oeste (RO);20474
2915502;Itajuípe (BA);20491
2402303;Caraúbas (RN);20493
2932705;Uruçuca (BA);20519
4127502;Tibagi (PR);20522
2207801;Paulistana (PI);20523
2601052;Araçoiaba (PE);20524
2611705;Riacho das Almas (PE);20546
2310852;Pindoretama (CE);20567
3144102;Muzambinho (MG);20569
2920700;Maraú (BA);20570
4208450;Itapoá (SC);20576
3171006;Vazante (MG);20590
2902807;Barra da Estiva (BA);20598
2210003;São João do Piauí (PI);20601
5220405;São Simão (GO);20645
4314605;Piratini (RS);20663
5107305;São José do Rio Claro (MT);20664
2111003;São João Batista (MA);20665
3526001;Junqueirópolis (SP);20679
5220603;Silvânia (GO);20695
3523503;Itatinga (SP);20697
2303600;Catarina (CE);20698
3510302;Capela do Alto (SP);20706
2911600;Governador Mangabeira (BA);20722
2601607;Belém do São Francisco (PE);20729
2616209;Vertentes (PE);20731
4106506;Coronel Vivida (PR);20734
5103304;Comodoro (MT);20763
3515152;Engenheiro Coelho (SP);20773
2927507;Santa Bárbara (BA);20791
4301008;Arroio do Meio (RS);20805
3105905;Barroso (MG);20810
3137809;Lambari (MG);20814
3141405;Medina (MG);20820
5003256;Costa Rica (MS);20823
2920502;Maracás (BA);20834
2911808;Guaratinga (BA);20843
2500403;Alagoa Nova (PB);20849
3142908;Monte Azul (MG);20854
3547700;Santo Anastácio (SP);20878
2211308;Valença do Piauí (PI);20918
2107357;Nova Olinda do Maranhão (MA);20928
4106605;Cruzeiro do Oeste (PR);20932
4302709;Butiá (RS);20941
3505807;Bastos (SP);20953
3167103;Serro (MG);20966
3511003;Castilho (SP);21006
1300102;Anori (AM);21010
4128005;Ubiratã (PR);21013
2106706;Mirador (MA);21015
4126603;Siqueira Campos (PR);21016
2108108;Paulo Ramos (MA);21040
3111002;Campestre (MG);21055
3133303;Itaobim (MG);21062
2929107;São Felipe (BA);21074
2931202;Taperoá (BA);21074
